### Raw data #######################################
#   nrec = 10001                                   #
#   delta_t = 0.1000000                            #
####################################################
#       [1]t              [2]Re[u]         [3]Im[u]     [4]Re[du/dt]     [5]Im[du/dt]         [6]Re[f]         [7]Im[f]
    623.9000       -0.6553938E-004  -0.5096644E-001   0.1174272E-002   0.4956474E-003   0.8496837E-003   0.5215026E-003
    624.0000        0.4562978E-004  -0.5091871E-001   0.1046252E-002   0.4593285E-003   0.7352262E-003   0.4883126E-003
    624.1000        0.1431802E-003  -0.5087448E-001   0.9023138E-003   0.4257822E-003   0.6043792E-003   0.4586796E-003
    624.2000        0.2256480E-003  -0.5083344E-001   0.7450424E-003   0.3957656E-003   0.4596392E-003   0.4333769E-003
    624.3000        0.2918342E-003  -0.5079519E-001   0.5771397E-003   0.3699099E-003   0.3036331E-003   0.4130529E-003
    624.4000        0.3408131E-003  -0.5075930E-001   0.4013528E-003   0.3486899E-003   0.1390462E-003   0.3981984E-003
    624.5000        0.3719334E-003  -0.5072529E-001   0.2204214E-003   0.3324089E-003  -0.3143136E-004   0.3891308E-003
    624.6000        0.3848158E-003  -0.5069265E-001   0.3703883E-004   0.3211995E-003  -0.2051428E-003   0.3859918E-003
    624.7000        0.3793469E-003  -0.5066088E-001  -0.1461746E-003   0.3150390E-003  -0.3794930E-003   0.3887619E-003
    624.8000        0.3556708E-003  -0.5062948E-001  -0.3266938E-003   0.3137772E-003  -0.5519699E-003   0.3972863E-003
    624.9000        0.3141784E-003  -0.5059797E-001  -0.5021076E-003   0.3171742E-003  -0.7201636E-003   0.4113114E-003
    625.0000        0.2554955E-003  -0.5056590E-001  -0.6701382E-003   0.3249442E-003  -0.8817850E-003   0.4305280E-003
    625.1000        0.1804679E-003  -0.5053285E-001  -0.8286617E-003   0.3368017E-003  -0.1034687E-002   0.4546175E-003
    625.2000        0.9014522E-004  -0.5049841E-001  -0.9757307E-003   0.3525057E-003  -0.1176886E-002   0.4832957E-003
    625.3000       -0.1423798E-004  -0.5046222E-001  -0.1109599E-002   0.3718980E-003  -0.1306587E-002   0.5163526E-003
    625.4000       -0.1312838E-003  -0.5042391E-001  -0.1228750E-002   0.3949318E-003  -0.1422212E-002   0.5536819E-003
    625.5000       -0.2594548E-003  -0.5038311E-001  -0.1331917E-002   0.4216876E-003  -0.1522423E-002   0.5952987E-003
    625.6000       -0.3971013E-003  -0.5033944E-001  -0.1418119E-002   0.4523748E-003  -0.1606152E-002   0.6413428E-003
    625.7000       -0.5424903E-003  -0.5029249E-001  -0.1486681E-002   0.4873182E-003  -0.1672629E-002   0.6920671E-003
    625.8000       -0.6938377E-003  -0.5024182E-001  -0.1537260E-002   0.5269295E-003  -0.1721406E-002   0.7478116E-003
    625.9000       -0.8493428E-003  -0.5018694E-001  -0.1569869E-002   0.5716670E-003  -0.1752385E-002   0.8089643E-003
    626.0000       -0.1007225E-002  -0.5012730E-001  -0.1584895E-002   0.6219850E-003  -0.1765830E-002   0.8759123E-003
    626.1000       -0.1165761E-002  -0.5006234E-001  -0.1583104E-002   0.6782773E-003  -0.1762387E-002   0.9489869E-003
    626.2000       -0.1323323E-002  -0.4999144E-001  -0.1565645E-002   0.7408201E-003  -0.1743080E-002   0.1028406E-002
    626.3000       -0.1478417E-002  -0.4991396E-001  -0.1534024E-002   0.8097166E-003  -0.1709295E-002   0.1114222E-002
    626.4000       -0.1629717E-002  -0.4982929E-001  -0.1490075E-002   0.8848512E-003  -0.1662747E-002   0.1206272E-002
    626.5000       -0.1776091E-002  -0.4973680E-001  -0.1435895E-002   0.9658530E-003  -0.1605425E-002   0.1304143E-002
    626.6000       -0.1916631E-002  -0.4963594E-001  -0.1373767E-002   0.1052075E-002  -0.1539514E-002   0.1407151E-002
    626.7000       -0.2050659E-002  -0.4952624E-001  -0.1306064E-002   0.1142587E-002  -0.1467302E-002   0.1514330E-002
    626.8000       -0.2177736E-002  -0.4940732E-001  -0.1235136E-002   0.1236186E-002  -0.1391074E-002   0.1624447E-002
    626.9000       -0.2297653E-002  -0.4927895E-001  -0.1163206E-002   0.1331423E-002  -0.1313000E-002   0.1736019E-002
    627.0000       -0.2410411E-002  -0.4914104E-001  -0.1092263E-002   0.1426633E-002  -0.1235036E-002   0.1847350E-002
    627.1000       -0.2516194E-002  -0.4899368E-001  -0.1023977E-002   0.1519994E-002  -0.1158837E-002   0.1956583E-002
    627.2000       -0.2615338E-002  -0.4883717E-001  -0.9596368E-003   0.1609577E-002  -0.1085694E-002   0.2061754E-002
    627.3000       -0.2708283E-002  -0.4867196E-001  -0.9001165E-003   0.1693412E-002  -0.1016499E-002   0.2160855E-002
    627.4000       -0.2795538E-002  -0.4849874E-001  -0.8458730E-003   0.1769559E-002  -0.9517418E-003   0.2251904E-002
    627.5000       -0.2877636E-002  -0.4831837E-001  -0.7969673E-003   0.1836172E-002  -0.8915290E-003   0.2333015E-002
    627.6000       -0.2955100E-002  -0.4813188E-001  -0.7531095E-003   0.1891573E-002  -0.8356268E-003   0.2402463E-002
    627.7000       -0.3028407E-002  -0.4794047E-001  -0.7137173E-003   0.1934310E-002  -0.7835172E-003   0.2458748E-002
    627.8000       -0.3097965E-002  -0.4774548E-001  -0.6779826E-003   0.1963203E-002  -0.7344627E-003   0.2500646E-002
    627.9000       -0.3164093E-002  -0.4754832E-001  -0.6449397E-003   0.1977388E-002  -0.6875722E-003   0.2527245E-002
    628.0000       -0.3227008E-002  -0.4735051E-001  -0.6135305E-003   0.1976332E-002  -0.6418635E-003   0.2537967E-002
    628.1000       -0.3286817E-002  -0.4715357E-001  -0.5826616E-003   0.1959833E-002  -0.5963194E-003   0.2532567E-002
    628.2000       -0.3343522E-002  -0.4695905E-001  -0.5512531E-003   0.1928006E-002  -0.5499338E-003   0.2511120E-002
    628.3000       -0.3397016E-002  -0.4676847E-001  -0.5182766E-003   0.1881255E-002  -0.5017487E-003   0.2473990E-002
    628.4000       -0.3447093E-002  -0.4658328E-001  -0.4827839E-003   0.1820227E-002  -0.4508811E-003   0.2421789E-002
    628.5000       -0.3493460E-002  -0.4640487E-001  -0.4439256E-003   0.1745769E-002  -0.3965415E-003   0.2355332E-002
    628.6000       -0.3535741E-002  -0.4623454E-001  -0.4009628E-003   0.1658881E-002  -0.3380445E-003   0.2275585E-002
    628.7000       -0.3573495E-002  -0.4607347E-001  -0.3532722E-003   0.1560665E-002  -0.2748135E-003   0.2183623E-002
    628.8000       -0.3606221E-002  -0.4592275E-001  -0.3003464E-003   0.1452294E-002  -0.2063810E-003   0.2080588E-002
    628.9000       -0.3633376E-002  -0.4578331E-001  -0.2417918E-003   0.1334974E-002  -0.1323870E-003   0.1967658E-002
    629.0000       -0.3654382E-002  -0.4565601E-001  -0.1773245E-003   0.1209926E-002  -0.5257448E-004   0.1846021E-002
    629.1000       -0.3668638E-002  -0.4554154E-001  -0.1067661E-003   0.1078367E-002   0.3321379E-004   0.1716866E-002
    629.2000       -0.3675530E-002  -0.4544051E-001  -0.3004031E-004   0.9415075E-003   0.1250386E-003   0.1581368E-002
    629.3000       -0.3674441E-002  -0.4535338E-001   0.5282955E-004   0.8005458E-003   0.2228661E-003   0.1440691E-002
    629.4000       -0.3664763E-002  -0.4528050E-001   0.1417212E-003   0.6566707E-003   0.3265678E-003   0.1295990E-002
    629.5000       -0.3645904E-002  -0.4522210E-001   0.2364125E-003   0.5110644E-003   0.4359195E-003   0.1148407E-002
    629.6000       -0.3617298E-002  -0.4517830E-001   0.3365797E-003   0.3649040E-003   0.5505983E-003   0.9990835E-003
    629.7000       -0.3578419E-002  -0.4514910E-001   0.4417944E-003   0.2193614E-003   0.6701793E-003   0.8491524E-003
    629.8000       -0.3528789E-002  -0.4513437E-001   0.5515203E-003   0.7560063E-004   0.7941315E-003   0.6997403E-003
    629.9000       -0.3467986E-002  -0.4513388E-001   0.6651113E-003  -0.6522873E-004   0.9218143E-003   0.5519607E-003
    630.0000       -0.3395663E-002  -0.4514728E-001   0.7818102E-003  -0.2020009E-003   0.1052476E-002   0.4069051E-003
    630.1000       -0.3311549E-002  -0.4517411E-001   0.9007499E-003  -0.3336249E-003   0.1185253E-002   0.2656328E-003
    630.2000       -0.3215470E-002  -0.4521380E-001   0.1020958E-002  -0.4590569E-003   0.1319174E-002   0.1291591E-003
    630.3000       -0.3107351E-002  -0.4526568E-001   0.1141363E-002  -0.5773106E-003   0.1453164E-002  -0.1554443E-005
    630.4000       -0.2987230E-002  -0.4532899E-001   0.1260811E-002  -0.6874648E-003   0.1586058E-002  -0.1256079E-003
    630.5000       -0.2855262E-002  -0.4540288E-001   0.1378078E-002  -0.7886674E-003   0.1716616E-002  -0.2421656E-003
    630.6000       -0.2711729E-002  -0.4548640E-001   0.1491897E-002  -0.8801323E-003   0.1843543E-002  -0.3504530E-003
    630.7000       -0.2557040E-002  -0.4557856E-001   0.1600983E-002  -0.9611320E-003   0.1965518E-002  -0.4497485E-003
    630.8000       -0.2391732E-002  -0.4567826E-001   0.1704070E-002  -0.1030984E-002   0.2081226E-002  -0.5393694E-003
    630.9000       -0.2216467E-002  -0.4578436E-001   0.1799945E-002  -0.1089038E-002   0.2189395E-002  -0.6186550E-003
    631.0000       -0.2032021E-002  -0.4589565E-001   0.1887491E-002  -0.1134656E-002   0.2288835E-002  -0.6869509E-003
    631.1000       -0.1839279E-002  -0.4601086E-001   0.1965728E-002  -0.1167209E-002   0.2378481E-002  -0.7435974E-003
    631.2000       -0.1639213E-002  -0.4612864E-001   0.2033849E-002  -0.1186076E-002   0.2457436E-002  -0.7879295E-003
    631.3000       -0.1432866E-002  -0.4624759E-001   0.2091259E-002  -0.1190661E-002   0.2525002E-002  -0.8192914E-003
    631.4000       -0.1221330E-002  -0.4636627E-001   0.2137596E-002  -0.1180429E-002   0.2580710E-002  -0.8370721E-003
    631.5000       -0.1005720E-002  -0.4648317E-001   0.2172752E-002  -0.1154966E-002   0.2624344E-002  -0.8407605E-003
    631.6000       -0.7871481E-003  -0.4659675E-001   0.2196875E-002  -0.1114053E-002   0.2655945E-002  -0.8300231E-003
    631.7000       -0.5666999E-003  -0.4670547E-001   0.2210363E-002  -0.1057756E-002   0.2675808E-002  -0.8047946E-003
    631.8000       -0.3454094E-003  -0.4680781E-001   0.2213842E-002  -0.9865269E-003   0.2684466E-002  -0.7653771E-003
    631.9000       -0.1242377E-003  -0.4690231E-001   0.2208139E-002  -0.9012852E-003   0.2682664E-002  -0.7125332E-003
    632.0000        0.9594533E-004  -0.4698764E-001   0.2194245E-002  -0.8034938E-003   0.2671324E-002  -0.6475609E-003
    632.1000        0.3143752E-003  -0.4706266E-001   0.2173269E-002  -0.6951941E-003   0.2651508E-002  -0.5723380E-003
    632.2000        0.5304028E-003  -0.4712642E-001   0.2146404E-002  -0.5790012E-003   0.2624370E-002  -0.4893238E-003
    632.3000        0.7435005E-003  -0.4717830E-001   0.2114876E-002  -0.4580495E-003   0.2591124E-002  -0.4015117E-003
    632.4000        0.9532636E-003  -0.4721799E-001   0.2079917E-002  -0.3358883E-003   0.2553000E-002  -0.3123306E-003
    632.5000        0.1159410E-002  -0.4724556E-001   0.2042734E-002  -0.2163279E-003   0.2511221E-002  -0.2254970E-003
    632.6000        0.1361775E-002  -0.4726147E-001   0.2004493E-002  -0.1032483E-003   0.2466983E-002  -0.1448258E-003
    632.7000        0.1560311E-002  -0.4726655E-001   0.1966319E-002  -0.3791901E-006   0.2421450E-002  -0.7401226E-004
    632.8000        0.1755077E-002  -0.4726200E-001   0.1929300E-002   0.8892911E-004   0.2375760E-002  -0.1640117E-004
    632.9000        0.1946245E-002  -0.4724931E-001   0.1894506E-002   0.1619278E-003   0.2331040E-002   0.2523875E-004
    633.0000        0.2134089E-002  -0.4723022E-001   0.1863011E-002   0.2166622E-003   0.2288427E-002   0.4891339E-004
    633.1000        0.2318993E-002  -0.4720662E-001   0.1835904E-002   0.2521158E-003   0.2249083E-002   0.5355441E-004
    633.2000        0.2501453E-002  -0.4718044E-001   0.1814295E-002   0.2682860E-003   0.2214195E-002   0.3910344E-004
    633.3000        0.2682072E-002  -0.4715357E-001   0.1799290E-002   0.2661785E-003   0.2184956E-002   0.6515253E-005
    633.4000        0.2861566E-002  -0.4712775E-001   0.1791946E-002   0.2477165E-003   0.2162520E-002  -0.4232590E-004
    633.5000        0.3040748E-002  -0.4710449E-001   0.1793193E-002   0.2155691E-003   0.2147927E-002  -0.1047713E-003
    633.6000        0.3220515E-002  -0.4708499E-001   0.1803742E-002   0.1729197E-003   0.2142002E-002  -0.1776363E-003
    633.7000        0.3401820E-002  -0.4707014E-001   0.1823977E-002   0.1232005E-003   0.2145260E-002  -0.2574640E-003
    633.8000        0.3585633E-002  -0.4706047E-001   0.1853865E-002   0.6982960E-004   0.2157799E-002  -0.3407899E-003
    633.9000        0.3772898E-002  -0.4705619E-001   0.1892884E-002   0.1598187E-004   0.2179235E-002  -0.4243747E-003
    634.0000        0.3964480E-002  -0.4705720E-001   0.1940003E-002  -0.3558080E-004   0.2208668E-002  -0.5053788E-003
    634.1000        0.4161118E-002  -0.4706315E-001   0.1993702E-002  -0.8260760E-004   0.2244703E-002  -0.5814662E-003
    634.2000        0.4363376E-002  -0.4707351E-001   0.2052055E-002  -0.1233859E-003   0.2285523E-002  -0.6508364E-003
    634.3000        0.4571611E-002  -0.4708758E-001   0.2112854E-002  -0.1567092E-003   0.2329011E-002  -0.7121974E-003
    634.4000        0.4785951E-002  -0.4710458E-001   0.2173765E-002  -0.1818042E-003   0.2372905E-002  -0.7646955E-003
    634.5000        0.5006292E-002  -0.4712365E-001   0.2232512E-002  -0.1982370E-003   0.2414973E-002  -0.8078237E-003
    634.6000        0.5232312E-002  -0.4714393E-001   0.2287041E-002  -0.2058143E-003   0.2453187E-002  -0.8413235E-003
    634.7000        0.5463503E-002  -0.4716452E-001   0.2335680E-002  -0.2044929E-003   0.2485878E-002  -0.8650943E-003
    634.8000        0.5699212E-002  -0.4718453E-001   0.2377255E-002  -0.1943039E-003   0.2511856E-002  -0.8791161E-003
    634.9000        0.5938698E-002  -0.4720309E-001   0.2411162E-002  -0.1752937E-003   0.2530491E-002  -0.8833897E-003
    635.0000        0.6181188E-002  -0.4721930E-001   0.2437393E-002  -0.1474831E-003   0.2541738E-002  -0.8778934E-003
    635.1000        0.6425939E-002  -0.4723229E-001   0.2456514E-002  -0.1108424E-003   0.2546123E-002  -0.8625574E-003
    635.2000        0.6672289E-002  -0.4724117E-001   0.2469602E-002  -0.6528238E-004   0.2544683E-002  -0.8372530E-003
    635.3000        0.6919707E-002  -0.4724504E-001   0.2478143E-002  -0.1065966E-004   0.2538871E-002  -0.8017971E-003
    635.4000        0.7167825E-002  -0.4724299E-001   0.2483910E-002   0.5320435E-004   0.2530432E-002  -0.7559709E-003
    635.5000        0.7416461E-002  -0.4723409E-001   0.2488819E-002   0.1264922E-003   0.2521270E-002  -0.6995512E-003
    635.6000        0.7665624E-002  -0.4721738E-001   0.2494778E-002   0.2093492E-003   0.2513287E-002  -0.6323532E-003
    635.7000        0.7915509E-002  -0.4719190E-001   0.2503525E-002   0.3018363E-003   0.2508237E-002  -0.5542784E-003
    635.8000        0.8166470E-002  -0.4715669E-001   0.2516478E-002   0.4038821E-003   0.2507565E-002  -0.4653656E-003
    635.9000        0.8418978E-002  -0.4711081E-001   0.2534587E-002   0.5152409E-003   0.2512261E-002  -0.3658353E-003
    636.0000        0.8673572E-002  -0.4705335E-001   0.2558206E-002   0.6354623E-003   0.2522737E-002  -0.2561225E-003
    636.1000        0.8930792E-002  -0.4698344E-001   0.2586995E-002   0.7638804E-003   0.2538722E-002  -0.1368910E-003
    636.2000        0.9191107E-002  -0.4690033E-001   0.2619862E-002   0.8996235E-003   0.2559198E-002  -0.9024791E-005
    636.3000        0.9454839E-002  -0.4680331E-001   0.2654954E-002   0.1041647E-002   0.2582396E-002   0.1264023E-003
    636.4000        0.9722088E-002  -0.4669183E-001   0.2689712E-002   0.1188782E-002   0.2605843E-002   0.2681770E-003
    636.5000        0.9992666E-002  -0.4656542E-001   0.2720993E-002   0.1339798E-002   0.2626476E-002   0.4150071E-003
    636.6000        0.1026605E-001  -0.4642378E-001   0.2745249E-002   0.1493459E-002   0.2640825E-002   0.5655838E-003
    636.7000        0.1054136E-001  -0.4626668E-001   0.2758762E-002   0.1648575E-002   0.2645239E-002   0.7186332E-003
    636.8000        0.1081733E-001  -0.4609405E-001   0.2757910E-002   0.1804030E-002   0.2636148E-002   0.8729502E-003
    636.9000        0.1109235E-001  -0.4590590E-001   0.2739428E-002   0.1958789E-002   0.2610326E-002   0.1027409E-002
    637.0000        0.1136453E-001  -0.4570235E-001   0.2700650E-002   0.2111883E-002   0.2565130E-002   0.1180949E-002
    637.1000        0.1163174E-001  -0.4548361E-001   0.2639705E-002   0.2262376E-002   0.2498694E-002   0.1332548E-002
    637.2000        0.1189170E-001  -0.4524999E-001   0.2555635E-002   0.2409324E-002   0.2410051E-002   0.1481184E-002
    637.3000        0.1214210E-001  -0.4500190E-001   0.2448450E-002   0.2551741E-002   0.2299188E-002   0.1625798E-002
    637.4000        0.1238065E-001  -0.4473983E-001   0.2319098E-002   0.2688572E-002   0.2167020E-002   0.1765273E-002
    637.5000        0.1260524E-001  -0.4446441E-001   0.2169385E-002   0.2818697E-002   0.2015309E-002   0.1898432E-002
    637.6000        0.1281393E-001  -0.4417635E-001   0.2001829E-002   0.2940940E-002   0.1846525E-002   0.2024053E-002
    637.7000        0.1300511E-001  -0.4387652E-001   0.1819487E-002   0.3054117E-002   0.1663673E-002   0.2140907E-002
    637.8000        0.1317745E-001  -0.4356587E-001   0.1625765E-002   0.3157084E-002   0.1470102E-002   0.2247818E-002
    637.9000        0.1333000E-001  -0.4324548E-001   0.1424210E-002   0.3248803E-002   0.1269305E-002   0.2343717E-002
    638.0000        0.1346215E-001  -0.4291651E-001   0.1218326E-002   0.3328401E-002   0.1064734E-002   0.2427709E-002
    638.1000        0.1357363E-001  -0.4258023E-001   0.1011396E-002   0.3395220E-002   0.8596200E-003   0.2499117E-002
    638.2000        0.1366449E-001  -0.4223791E-001   0.8063442E-003   0.3448856E-002   0.6568373E-003   0.2557525E-002
    638.3000        0.1373505E-001  -0.4189090E-001   0.6056218E-003   0.3489171E-002   0.4587916E-003   0.2602790E-002
    638.4000        0.1378583E-001  -0.4154052E-001   0.4111405E-003   0.3516293E-002   0.2673497E-003   0.2635038E-002
    638.5000        0.1381753E-001  -0.4118807E-001   0.2242378E-003   0.3530593E-002   0.8380568E-004   0.2654648E-002
    638.6000        0.1383095E-001  -0.4083481E-001   0.4567774E-004   0.3532653E-002  -0.9111913E-004   0.2662212E-002
    638.7000        0.1382695E-001  -0.4048192E-001  -0.1243195E-003   0.3523223E-002  -0.2572480E-003   0.2658494E-002
    638.8000        0.1380637E-001  -0.4013052E-001  -0.2860265E-003   0.3503170E-002  -0.4148985E-003   0.2644381E-002
    638.9000        0.1377000E-001  -0.3978161E-001  -0.4401423E-003   0.3473441E-002  -0.5648167E-003   0.2620840E-002
    639.0000        0.1371855E-001  -0.3943612E-001  -0.5877151E-003   0.3435018E-002  -0.7081008E-003   0.2588876E-002
    639.1000        0.1365263E-001  -0.3909486E-001  -0.7300596E-003   0.3388894E-002  -0.8461195E-003   0.2549507E-002
    639.2000        0.1357267E-001  -0.3875856E-001  -0.8686706E-003   0.3336053E-002  -0.9804254E-003   0.2503738E-002
    639.3000        0.1347897E-001  -0.3842784E-001  -0.1005134E-002   0.3277466E-002  -0.1112666E-002   0.2452562E-002
    639.4000        0.1337166E-001  -0.3810323E-001  -0.1141036E-002   0.3214096E-002  -0.1244493E-002   0.2396963E-002
    639.5000        0.1325073E-001  -0.3778515E-001  -0.1277869E-002   0.3146917E-002  -0.1377469E-002   0.2337933E-002
    639.6000        0.1311601E-001  -0.3747394E-001  -0.1416944E-002   0.3076940E-002  -0.1512973E-002   0.2276498E-002
